"sigma_beta[1]","sigma_beta[2]","sigma_beta[3]","sigma_beta[4]"
1.62749740266602,1.28259590513529,1.4678414216214,1.66127278202067
2.94652556460271,1.36089564563164,2.20563838974646,1.93355514845249
2.78622971422757,1.16020229552501,2.2086565066799,1.82726310606028
2.65549685462213,1.09896072129195,2.06703453734645,1.85794647389786
1.52295082564195,1.27745195267651,1.12615025701966,1.94826867651796
2.14756903490538,1.36049731399543,1.76652982280743,1.82793220092124
1.47385248205965,1.42366497881837,1.7748942703559,1.60143220457033
1.65594354098181,1.95085103876728,2.62617853481455,2.12682372133941
1.20164157965857,1.20647481430714,1.84640197429309,1.53285618964059
1.2620299525925,1.50557756762586,2.33335369834043,1.6014340461786
1.44283293469078,1.28386033574484,2.16123167193013,1.67390891406599
1.28611841292322,1.39823537244095,2.49775240880909,1.60041048849598
1.00377451918316,1.28626461003884,1.96258440931073,1.45800702127428
1.07049254787987,1.39706141532609,2.07287594100956,1.33296859347974
2.03459767242854,2.24734769414874,1.24873593865606,1.43325623015847
1.51260555194725,1.50750085346958,2.04831897930742,1.28854955145244
1.78832840078527,1.50145737688376,1.58578957730022,1.48445305263988
2.24825339918493,1.35478685226412,1.95933157149782,1.60551279339888
2.21252903929031,2.10728003967089,2.52787504923246,1.30990260492181
1.97186978826411,0.920419065301431,1.6547108869461,1.79055561670718
2.14995632966411,1.12656554046702,2.07140229170653,1.30446972012404
1.83469681711419,1.36023300883584,1.52884937863017,2.05410659434618
1.82914834208432,1.34822964587238,1.3555948514564,2.05828631165321
1.38841009405047,1.15930226042161,1.50824020723767,1.81979560099704
1.5627008630235,1.41925215201825,1.49718946668402,2.42233010117337
1.40589141752563,1.54882003305412,1.4422744640358,2.72702749512187
1.20256100612141,1.68073512404861,1.27632724260215,1.76651869160435
1.4197559413744,1.27862830092149,1.43965808897495,1.8452503722955
1.33014390697294,1.16588879755594,1.19346484985059,1.72668601614019
2.39176837992214,1.27933582439347,1.21556597335528,2.29945865962368
1.92217148019403,1.0017305590581,1.36721503040934,1.47435620386749
1.5870576109744,1.35699226461022,1.59922229630887,1.76595979050421
1.83283688997958,1.05539340381342,1.2246852329495,1.67805603582445
1.77738984142182,1.04568770080488,1.12966486039868,1.18616772092953
1.85711821791949,1.26437888586738,1.05546082603884,1.34526492895988
1.27959832482791,2.02472663905511,1.87469180592966,2.62223541356843
1.57871803407641,1.58635112354655,1.22695745054645,2.44999460083064
1.46123570030881,1.60853921365046,1.28664087632164,2.34171291954429
1.42151342499639,1.0446662960311,2.82259987763805,1.51212607819605
1.53435136432563,1.16827240270049,1.52281297675857,2.29025821952056
1.7528814556936,1.26866083017703,1.47140025976905,1.60016522201832
1.36164661833447,1.47296799284719,1.41170375630731,1.37415319106191
1.69799862566804,1.16509031924275,1.8597860095877,1.8562546778224
1.95405022076055,1.09234973069455,1.25451483202081,2.5558145167065
1.34378722677934,1.2511357955932,1.28629282126279,1.55948102775425
1.63013726482236,1.04589163088621,1.40922738212682,1.33627369912534
1.18627022791209,1.18644906189629,1.76188729745467,1.56200859015626
1.33542938223645,1.13618116603034,2.14915314620203,1.28404564358913
1.11620001808575,1.23924947402056,1.8323831880947,1.56625669390037
1.28842669764956,1.34125336143187,1.31654041356495,1.94641722103576
1.27490753870825,1.22229409927503,1.55055030505609,1.64197600330859
1.62373540074024,1.0968618568913,1.64004620819867,1.95938160806075
2.03217078812973,1.35923692279558,1.63422361683348,1.49931495307717
1.32593860098555,1.41156492034964,1.50326536180815,1.43066316205508
