"sigma_kappa[1]","sigma_kappa[2]","sigma_kappa[3]","sigma_kappa[4]"
1.72254296413747,1.19863306498993,2.94105972188707,1.10987242089442
1.43389916881134,1.14064906339587,2.57465096794199,0.835603701917463
1.47664350177748,0.970821003460724,3.01176159079738,0.935818432186768
1.67613149691868,0.925664830187266,2.4113759471602,1.27788955507534
1.56003537947266,0.981115668645189,2.96563786392255,0.931337161239089
1.55952606399116,1.19707631370839,2.3800239015015,1.11737182805545
1.60172406745184,1.3059377727826,2.49913300859012,0.850606295424138
1.70146582411374,1.13367404604676,2.57707437662266,0.933147590815428
1.77928259184964,1.05652803480431,4.27480450905779,1.07155506578542
1.8691346029144,0.911342187134896,4.70868402957238,1.17030564786952
1.69639558168829,0.800727716718024,3.86614433772188,0.736937651777445
2.08387160639651,0.87878967581221,2.58833628425581,0.789610267185978
1.25526256359058,1.16299479589539,2.89213650915902,0.748388572183962
1.47192403646204,0.950463744781061,2.64015586414184,0.85099932283786
1.87054758378298,0.837992019354096,3.10478804471579,0.743847584249885
2.74322963759406,1.070793141509,2.65458262038898,1.06528242522001
2.09586518618162,0.862699022849241,3.49297441668751,0.935497198255346
2.63592790976218,1.05947688707739,1.93680539147265,1.5726336418887
2.0407501980223,1.03980827926417,1.73616679193995,1.05510125348145
2.00266343408765,1.00471724552114,1.68339646106539,1.0258951499065
1.95924024940483,0.961935338030252,2.26203448167689,0.999161386311357
1.8860131507358,0.844127558781021,3.20265502646492,0.893478262230945
1.95724879619119,0.876726830447122,2.96340974223861,1.41921387957673
1.89421819224862,1.50035923973041,2.3183287522089,0.967815128376641
1.86922401077739,1.41486579223405,2.31153931415298,1.50889396602318
1.74169016318188,1.05831597781571,2.51938690028653,1.02385948283446
1.40473827775794,1.04834732911717,1.75090981049447,1.49855737740786
1.36896270338707,1.17212526177122,1.99326943789554,1.57606014608743
1.34180955293279,1.2998128349271,2.74368411384405,0.857072664664874
1.48482366680297,1.27045174600885,2.42019195611015,1.0746338611331
1.77624717395624,1.23873151268554,2.27993123652607,0.774162910074849
1.54117224465019,1.22341128697916,3.13496810650483,0.87147476974987
1.53340646313765,1.2203718346035,2.62311851579747,1.02400900875984
1.61542115524798,1.21408210650676,2.01458649906076,1.12222123487033
1.52449427384454,1.15337956779822,2.44246148234468,0.86763956721014
1.10322193449105,1.02698660210334,3.46837278923243,1.42598230008593
1.28990452167005,0.971303880078866,2.46851985244766,0.96352102101195
1.12464331222427,0.957375472153141,3.37962152215912,1.42388548178301
1.36789549931234,0.831220099319968,2.24056132709157,1.21741937704198
1.90454629273009,0.799493172805449,2.44359591554552,1.16933658069324
1.74667185044114,0.829638104257361,2.21510318937313,1.15090471522663
1.4511454002246,1.8218862129885,1.77149636813016,1.23969063180653
1.42923679333478,1.10294441092213,2.29750571987743,0.981333263347175
1.73651227628775,0.887217526322596,3.15388331019912,1.14443456029736
1.62338505271214,1.42973112837325,3.7777335445032,0.979125279216164
1.63737406381528,1.07557651476831,3.38470185572286,1.18569205412216
1.57698857339979,1.27705038906305,2.17008681735144,0.649962859732109
1.72774761007736,1.18088416160453,2.4975885274314,0.617843595567041
1.40959359388521,1.18468799264009,1.99270925533677,0.929211062168902
1.78575338752463,1.22929665940047,2.46496572152172,1.00876116824083
1.56793862302247,1.25335021256474,3.06271521077678,1.5151540343422
2.53627288133966,0.825077349122245,2.7658428427615,0.779792715174808
1.93921766707805,0.994354458401432,1.91214501497648,0.890931222632255
1.9965223949461,1.12119362260596,1.7303385040991,0.820960463179666
1.8166486535171,0.900964332158116,2.47157448427611,0.928893398978641
2.10920248798017,1.23979901158286,2.21296646899617,0.993559078937185
1.58607565890294,1.14465059025755,2.47279008671427,0.884559271874858
1.9175091389586,0.994691405853682,2.02147186020001,1.39407548179703
2.39248760010885,1.11312694917268,3.2690667403098,1.21125840915446
1.79866830276791,0.978105642190586,3.43738184308904,1.1727557801258
2.10395871408403,0.966889684038776,3.6343372193237,1.36655335466954
2.10270458638937,0.985245680047208,2.58415774918715,1.42105214030803
1.86769796545977,1.14467966966485,3.03347510222894,1.18770811896129
