"","x"
"1202",8.72883102416811
"1203",8.56086378441432
"1204",8.18894588241539
"1205",8.6650109396185
"1206",8.10638315630445
"1207",8.30445849098076
"1208",8.35369213595253
"1209",8.47019463654988
"1210",8.19058027110106
"1211",8.484195495297
"1212",8.71706852480065
"1213",7.90557893812528
"1214",8.14500184661008
"1215",8.32813312113394
"1216",8.3574113664177
"1217",7.98654744343253
"1218",8.42586901435076
"1219",8.21776098368283
"1220",8.28067061493595
"1221",8.43013640186239
"1222",8.27298323606605
"1223",8.30345917607503
"1224",7.89384698809076
"1225",8.15457028456347
"1226",8.63669001785665
"1227",8.52318318588788
"1228",8.11091851489364
"1229",8.03300750408511
"1230",7.68490499128333
"1231",8.34562288021562
"1232",8.29479916656541
"1233",8.50769788703924
"1234",8.33168550930862
"1235",8.514861344142
"1236",8.30040005500364
"1237",8.39562884307098
"1238",8.14850534386419
"1239",8.30161847622121
"1240",8.30608898386586
"1241",8.35066893448662
"1242",8.27522201398859
"1243",8.54713350227111
"1244",8.21189212975575
"1245",8.43888998614389
"1246",8.05217969211858
"1247",8.96808780830136
"1248",8.61182585136764
